MAN_CITY|               Spotted on the bench yesterday! Where are we going with this lad? Could he do a job in this team?              <br>               <br> I have a suspicion Pep likes him.               |Gaudion M|27 Aug 2017 at 10:38 AM
MAN_CITY|               Did well at warming up but he was far from world class. 6/10               |TonyM|27 Aug 2017 at 10:45 AM
MAN_CITY|               If we sign Evans he'll be off, I think, don't dislike the guy but he's mainly occupied the physio table since his arrival.               |Cityfan|27 Aug 2017 at 10:46 AM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""Cityfan"">                <aside>                 <div class=""attribution type"">                 Cityfan said:                  <a href=""goto/post?id=10430890#post-10430890"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  If we sign Evans he'll be off, I think, don't dislike the guy but he's mainly occupied the physio table since his arrival.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>The amount of injuries he's had with City makes him next to useless as he cannot contribute. Shame, seems like a good lad, but it would be better to ship him off and let somebody else in the squad who can actually contribute.               |Jazzman|27 Aug 2017 at 12:47 PM
MAN_CITY|               Once Gundogan is fit he won't even make the bench. Needs to leave for his own sake               |Gundogan's Moustache|27 Aug 2017 at 2:08 PM
MAN_CITY|               Could he play lwb? I'm not a fan of having players in positions they're not familiar with, but maybe pep sees this as an option.               |Manchester_lalala|27 Aug 2017 at 2:14 PM
MAN_CITY|               I think he'll go out on loan before the end of the window.               |Ric|27 Aug 2017 at 2:19 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""Ric"">                <aside>                 <div class=""attribution type"">                 Ric said:                  <a href=""goto/post?id=10431284#post-10431284"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  I think he'll go out on loan before the end of the window.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>Shame that we can't sell him, but with his injury record its understandable no one wants to buy him.               |MeatHunterrr|27 Aug 2017 at 5:59 PM
MAN_CITY|               He's an honest player who will always give his best, but as most have already stated, he has a poor injury record hampering his progress               |mosssideblue|27 Aug 2017 at 6:59 PM
MAN_CITY|               It's more his injury issues that have been a problem than anything. If he had been more available I reckon we'd have seen a lot more of him under Pep.               |mccity|27 Aug 2017 at 7:33 PM
MAN_CITY|               Well when he plays looks very good and u would think his fitness/energy suits Pep. He got MOTM in one game I remember he looked very good. Not sure whats going on with him and is he injured most of the time or just not selected? Is there something else going on we dont know about?               |MCFC_4Heatons|30 Aug 2017 at 4:14 AM
MAN_CITY|               I wouldn't be overly surprised if we actually saw Delph feature somewhat this season, providing he's not injured constantly. In fact, he might even make a decent backup LB if we need him to.               |mccity|1 Sep 2017 at 1:15 AM
MAN_CITY|               If he stays fit he's a very useful player as shown when he played towards the end of last season. He plays a position where we are desperately short as well as Dinho is not the player he once was.               |jaigurugoat|1 Sep 2017 at 10:24 AM
MAN_CITY|               Its a big ""if"" I know, but since he is still here, if he can stay fit he could be a valuable squad member. The left wing back position that Sane has struggled in seems perfect for him, even left back. Good work rate, decent in the tackle, more intelligent and technical than many give him credit for, and a decent passing range as well. We are thin at left back and holding mid - Delph (IF he stays fit) should be knocking on Pep's door asking to be involved at LWB.               |mdj0520|1 Sep 2017 at 2:25 PM
MAN_CITY|               Not disappointed that he stays, hopefully he will be given a chance.               |Tevez City|1 Sep 2017 at 3:39 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""mdj0520"">                <aside>                 <div class=""attribution type"">                 mdj0520 said:                  <a href=""goto/post?id=10450308#post-10450308"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  Its a big ""if"" I know, but since he is still here, if he can stay fit he could be a valuable squad member. The left wing back position that Sane has struggled in seems perfect for him, even left back. Good work rate, decent in the tackle, more intelligent and technical than many give him credit for, and a decent passing range as well. We are thin at left back and holding mid - Delph (IF he stays fit) should be knocking on Pep's door asking to be involved at LWB.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>My memory may be hazy but I seem to remember a couple of run outs at LWB when he was pretty poor, though I agree he should have the attributes for that position.               |Cityfan|1 Sep 2017 at 3:44 PM
MAN_CITY|               One thing he does is shoot from range and he has a pretty good shot. I'd be tempted to try him in the fern role against the lower teams               |super_city_si|1 Sep 2017 at 4:53 PM
MAN_CITY|               He'll rot on the bench unless Yaya or Dinho gets injured.               |Dipsis_LTU_MC|1 Sep 2017 at 5:02 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""Dipsis_LTU_MC"">                <aside>                 <div class=""attribution type"">                 Dipsis_LTU_MC said:                  <a href=""goto/post?id=10450581#post-10450581"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  He'll rot on the bench unless Yaya or Dinho gets injured.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>He won't mind either.               |pudge|1 Sep 2017 at 5:08 PM
MAN_CITY|               Should he be on the bench?               |Gabriel|1 Sep 2017 at 5:31 PM
MAN_CITY|               Always liked Delph and what he brings to the team. I wouldn't have minded either way if he stay or went, but when he's been used, he's been good.               <br>               <br> Agree with the LWB role, it has a chance of working.               <br>               <br> He honestly couldn't do much worse than Fern has done thus far, and I say this a big fan of Fernandihno and his qualities. Just has not looked good recently.               |VinceYoungisaBLUE|1 Sep 2017 at 6:08 PM
MAN_CITY|               I think, if Pep really doesn't fancy Yaya at the moment, give Fernandinho two or three more games to sort himself out and then give Delph a go. I remember him looking very good at Chelsea and home to Hull last season, including scoring a lovely goal.               |MarsLlama|1 Sep 2017 at 7:03 PM
MAN_CITY|               Honestly it's hard to believe that Delph is still in our side.              <br>               <br> He has enough potential that he could become pretty good, starting regularly for a P/L side.              <br>               <br> But I just don't see any scenario whatsoever that he will crack our lineup - we're massively deep at mid. The best Delph can hope for is game time in some ties we're not interested in winning or last minute appearances in games we've already run.              <br>               <br> Delph deserves much more than this - hope he's traded/loaned to a side that actually wants to start him.               |CityInWashingtonState|5 Sep 2017 at 4:21 PM
MAN_CITY|               <img src=""http://i66.tinypic.com/okzx5h.jpg"" class=""bbCodeImage LbImage"" alt=""[​IMG]"" data-url=""http://i66.tinypic.com/okzx5h.jpg"">               |sir baconface|5 Sep 2017 at 7:47 PM
MAN_CITY|               Surely Delph has to look at how weak England are at CM and be motivated to work as hard as ever to make that side.               <br>               <br> Never has an England side been so weak and devoid of quality. Things might change though so he should be on it!               |mccity|5 Sep 2017 at 9:05 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""CityInWashingtonState"">                <aside>                 <div class=""attribution type"">                 CityInWashingtonState said:                  <a href=""goto/post?id=10456781#post-10456781"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  Honestly it's hard to believe that Delph is still in our side.                  <br>                   <br> He has enough potential that he could become pretty good, starting regularly for a P/L side.                  <br>                   <br> But I just don't see any scenario whatsoever that he will crack our lineup - we're massively deep at mid. The best Delph can hope for is game time in some ties we're not interested in winning or last minute appearances in games we've already run.                  <br>                   <br> Delph deserves much more than this - hope he's traded/loaned to a side that actually wants to start him.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>Does he deserve more? He chose to stay, pick up his wage and maybe get the odd cameo, rather than drop back down a level to Stoke and play regularly.              <br>               <br> Of course he's entitled to do that, since he signed a contract, but it doesn't make me feel sorry for him if he doesn't get any game time.               |pee dubya|5 Sep 2017 at 9:42 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""pee dubya"">                <aside>                 <div class=""attribution type"">                 pee dubya said:                  <a href=""goto/post?id=10457270#post-10457270"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  Does he deserve more? He chose to stay, pick up his wage and maybe get the odd cameo, rather than drop back down a level to Stoke and play regularly.                  <br>                   <br> Of course he's entitled to do that, since he signed a contract, but it doesn't make me feel sorry for him if he doesn't get any game time.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>I have to believe he stayed to try and break in and prove he can be valuable, maybe he stayed for the wage, but I think he is atleast a good player that Pep should try and find a use for. For example, Mendy is our only LB and we are screaming for backup in that position, why can't he use Delph there? I don't trust the notion that well Pep knows best because he can see what we can't in training, because it took him a whole year to realize Sterling works best when attacking through the center.               |WallyA|6 Sep 2017 at 1:22 AM
MAN_CITY|               So if you said 6 months ago that Delph would get sub'd on when Gundogan and Sane were on the bench and Yaya hadn't made the squad you would have been laughed at!               <br>               <br> The game was done by the time he came on but I think the real talking point is that he got on!               <br>               <br> I have a suspicion Pep really likes him.               |Gaudion M|14 Sep 2017 at 12:28 PM
MAN_CITY|               Pep admires him for his work-rate and energy. He's got quite a good passing ability as well.               |Dipsis_LTU_MC|14 Sep 2017 at 12:36 PM
MAN_CITY|               will continue to be important squad player, I suspect he'll come on and do the Fernando role like last season, playing last 5-10 mins to close out games.               |rowarta|14 Sep 2017 at 12:38 PM
MAN_CITY|               Assume he come on over Gundogan simply because he is more suited to the busy anchor role.               |01cravend|14 Sep 2017 at 12:54 PM
MAN_CITY|               Really pleased to se Delph get some game time last night. We have no cover for Fernandinho and he's the best option available.               |Didsbury Dave|14 Sep 2017 at 1:19 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""Didsbury Dave"">                <aside>                 <div class=""attribution type"">                 Didsbury Dave said:                  <a href=""goto/post?id=10474736#post-10474736"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  Really pleased to se Delph get some game time last night. We have no cover for Fernandinho and he's the best option available.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>I think he's a much better player than people say, but the amount of time he spends injured, completely prevents him from settling into City's team pattern &amp; really, has made him something of a waste of space.              <br>               <br> If he actually stayed fit for a while, I think he might surprise people by being capable of much more quality than he shows, but no reason to assume he will actually stay fit.               |Neville Kneville|14 Sep 2017 at 1:45 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""Neville Kneville"">                <aside>                 <div class=""attribution type"">                 Neville Kneville said:                  <a href=""goto/post?id=10474788#post-10474788"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  I think he's a much better player than people say, but the amount of time he spends injured, completely prevents him from settling into City's team pattern &amp; really, has made him something of a waste of space.                  <br>                   <br> If he actually stayed fit for a while, I think he might surprise people by being capable of much more quality than he shows, but no reason to assume he will actually stay fit.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>Whilst I agree about the injuries, I rated him as a player when we signed him and I still do. I like his energy and workrate, and he's very direct too. He's not really a Pep-type player in that his passing is good rather than excellent, but that Fernandinho role needs someone as mobile as him.              <br>               <br> Of course, as you say, this is all caveated by the fact that he needs to stay fit. There's no reason why not, because it's unlikely he will get much game time this season, unless Dino gets injured.               |Didsbury Dave|14 Sep 2017 at 1:50 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""Didsbury Dave"">                <aside>                 <div class=""attribution type"">                 Didsbury Dave said:                  <a href=""goto/post?id=10474795#post-10474795"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  Whilst I agree about the injuries, I rated him as a player when we signed him and I still do. I like his energy and workrate, and he's very direct too. He's not really a Pep-type player in that his passing is good rather than excellent, but that Fernandinho role needs someone as mobile as him.                  <br>                   <br> Of course, as you say, this is all caveated by the fact that he needs to stay fit. There's no reason why not, because it's unlikely he will get much game time this season, unless Dino gets injured.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>I wonder about that.              <br>               <br> Pep made a comment last season along the lines of him being stupid for not playing Delph. Then suddenly, no more Delph &amp; it turns out he's injured yet again.              <br>               <br> Perhaps if he does stay fit, he might become more involved.               |Neville Kneville|14 Sep 2017 at 1:55 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""Neville Kneville"">                <aside>                 <div class=""attribution type"">                 Neville Kneville said:                  <a href=""goto/post?id=10474813#post-10474813"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  I wonder about that.                  <br>                   <br> Pep made a comment last season along the lines of him being stupid for not playing Delph. Then suddenly, no more Delph &amp; it turns out he's injured yet again.                  <br>                   <br> Perhaps if he does stay fit, he might become more involved.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>I think he's a player Pep trusts tactically - he wouldn't have thrown him into the Chelsea away game last year if he didn't.              <br>               <br> He also picked up the pressing and intensity very well early on last season, and was played in the first 3/4 games until he got injured.              <br>               <br> A nice bonus squad player if he can stay fit.               |domalino|14 Sep 2017 at 1:58 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""domalino"">                <aside>                 <div class=""attribution type"">                 domalino said:                  <a href=""goto/post?id=10474816#post-10474816"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  I think he's a player Pep trusts tactically - he wouldn't have thrown him into the Chelsea away game last year if he didn't.                  <br>                   <br> He also picked up the pressing and intensity very well early on last season, and was played in the first 3/4 games until he got injured.                  <br>                   <br> A nice bonus squad player if he can stay fit.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>I think Pep looks for intensity in his midfield as opposed to physical players who look to dominate. Delph can deliver on that front and his passing is good (although looks fairly limited when compared with the likes of Yaya Silva and KDB etc). The fact he is left footed will also help as he could drop in behind Mendy to cover his runs. Every time he gets fit he seems to get involved so I guess if he stays fit we will see a fair bit of him this season.               |Gaudion M|14 Sep 2017 at 3:11 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""01cravend"">                <aside>                 <div class=""attribution type"">                 01cravend said:                  <a href=""goto/post?id=10474696#post-10474696"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  Assume he come on over Gundogan simply because he is more suited to the busy anchor role.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>Or because the pitch was shite and no point putting Gundogan on for his first real test with his knee.               |pudge|14 Sep 2017 at 3:14 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""Didsbury Dave"">                <aside>                 <div class=""attribution type"">                 Didsbury Dave said:                  <a href=""goto/post?id=10474795#post-10474795"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  Whilst I agree about the injuries, I rated him as a player when we signed him and I still do. I like his energy and workrate, and he's very direct too. He's not really a Pep-type player in that his passing is good rather than excellent, but that Fernandinho role needs someone as mobile as him.                  <br>                   <br> Of course, as you say, this is all caveated by the fact that he needs to stay fit. There's no reason why not, because it's unlikely he will get much game time this season, unless Dino gets injured.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>              <br> I think Delph is rather better than people like to credit but he does need to stay fit for an extended period and I hope he does. I think he has a good attitude.               |OB1|14 Sep 2017 at 4:01 PM
MAN_CITY|               I think it was a bit of a cock up not signing another left back, but if anyone in the squad is up to it I think our best bet is Delph. Although not ideal.               |ell|14 Sep 2017 at 5:11 PM
MAN_CITY|               <div class=""bbCodeBlock bbCodeQuote"" data-author=""pudge"">                <aside>                 <div class=""attribution type"">                 pudge said:                  <a href=""goto/post?id=10474891#post-10474891"" class=""AttributionLink"">↑</a>                 </div>                 <blockquote class=""quoteContainer"">                 <div class=""quote"">                  Or because the pitch was shite and no point putting Gundogan on for his first real test with his knee.                 </div>                 <div class=""quoteExpand"">                  Click to expand...                 </div>                </blockquote>                </aside>               </div>Umm Delph is coming back from injury too?               |01cravend|14 Sep 2017 at 7:43 PM
